Songs & Artist,Streams,Daily,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,trend_alignment
Sasha Alex Sloan - Dancing With Your Ghost,"77,03,37,292 ","2,76,322 ",1TQXIltqoZ5XXyfCbAeSQQ,Sasha Alex Sloan,Dancing With Your Ghost,Dancing With Your Ghost,80.0,197732.0,False,0.629,0.328,11.0,-8.284,1.0,0.029,0.768,2.5e-05,0.103,0.389,74.953,4.0,pop,0.4028484480162824
Justin Timberlake - Cry Me a River,"76,96,43,435 ","3,90,197 ",5ruT2dWSHtML4esT7doTzt,Borgore,"Ruined Dubstep - EP, Pt. 1",Cry Me a River,21.0,278851.0,True,0.536,0.416,7.0,-10.004,0.0,0.35,0.168,0.00148,0.0715,0.134,67.922,4.0,dubstep,0.3494856743614841
Ed Maverick - Fuentes de Ortiz,"76,94,83,408 ","2,60,842 ",0a05wi1MqM6XSXUzLTmfqD,Ed Maverick,Alternativo diferente latino,Fuentes de Ortiz,0.0,207400.0,True,0.83,0.159,1.0,-14.461,1.0,0.0383,0.946,2.02e-05,0.362,0.189,104.95,4.0,indie,0.707614287781077
Morgan Wallen - Thinkinâ Bout Me,"76,92,41,823 ","4,55,706 ",,,,,,,,,,,,,,,,,,,,,
The xx - Intro,"76,91,76,663 ","1,93,055 ",2usrT8QIbIk9y0NEtQwS4j,The xx,xx,Intro,73.0,127920.0,False,0.617,0.778,9.0,-8.872,0.0,0.027,0.459,0.925,0.128,0.152,100.363,4.0,indie-pop,0.6682062720226192
Bob Marley & The Wailers - Jamming,"76,84,77,744 ","3,36,055 ",5LyfiK6iXEIBNEtcaGKohl,Bob Marley & The Wailers,Exodus,Jamming,74.0,211000.0,False,0.935,0.479,11.0,-10.981,0.0,0.306,0.107,5.25e-05,0.118,0.773,123.644,4.0,reggae,0.8977154029623662
Noah Cyrus - Again,"76,84,45,077 ","6,05,615 ",5e2l2ZAMwHmrkdM4Z6NhAR,Shiloh Dynasty;Timmies,Vivid Pictures,Again,74.0,157205.0,False,0.603,0.204,7.0,-12.727,0.0,0.112,0.479,0.0714,0.642,0.71,74.688,5.0,chill,0.3977835292088064
Eiffel 65 - Blue (Da Ba Dee),"76,84,32,055 ","2,19,738 ",,,,,,,,,,,,,,,,,,,,,
Diplo - Heartless,"76,81,34,675 ","1,38,739 ",6fUyCEJju5st7aDoN1nDN0,Miles Away;braev,Heartless,Heartless,41.0,234324.0,False,0.467,0.644,6.0,-4.792,0.0,0.0382,0.182,0.0,0.0945,0.308,148.049,4.0,dubstep,0.5742300738159242
Gente De Zona - La Gozadera,"76,75,87,741 ","4,16,024 ",,,,,,,,,,,,,,,,,,,,,
Taylor Swift - the 1,"76,75,47,304 ","2,47,513 ",,,,,,,,,,,,,,,,,,,,,
Drake - Marvins Room,"76,74,72,462 ","3,61,373 ",,,,,,,,,,,,,,,,,,,,,
Kanye West - I Love It (& Lil Pump),"76,71,35,035 ","91,963 ",,,,,,,,,,,,,,,,,,,,,
Tove Lo - Talking Body,"76,67,18,103 ","2,86,661 ",7cgu4JBW3hq1GwTM1ilkKQ,Tove Lo,Queen Of The Clouds,Talking Body,67.0,238426.0,True,0.736,0.761,4.0,-5.449,0.0,0.0338,0.0966,0.0,0.0823,0.114,119.999,4.0,electro,0.9723967777242322
J Balvin - Bonita,"76,64,73,863 ","3,21,805 ",03IB9CaPPpnfS0X43X2Guz,Javier Camarena;Humberto Terán;Armando Garmendi;Red Studio,Serenata,Bonita,20.0,217333.0,False,0.342,0.145,7.0,-17.581,1.0,0.0397,0.983,0.00421,0.719,0.0751,83.764,1.0,opera,0.4656795559554842
Vundabar - Alien Blues,"76,64,58,210 ","2,69,794 ",11iIikXxC6NP0Ma8vMD27x,Vundabar,Gawk,Alien Blues,82.0,155933.0,False,0.467,0.757,3.0,-5.093,1.0,0.033,0.0807,0.908,0.0876,0.433,82.282,4.0,indie-pop,0.4663182715347327
Tom Walker - Leave a Light On,"76,64,48,498 ","1,39,801 ",6lOWoTqVnAWXchddtTH31W,Tom Walker,Leave a Light On,Leave a Light On,71.0,185863.0,False,0.586,0.624,5.0,-5.946,1.0,0.113,0.0153,1.78e-06,0.133,0.267,68.976,4.0,indie-pop,0.3576372767990303
Sean Paul - Get Busy,"76,62,31,416 ","5,70,295 ",5qTvkDrSfvwDv6RBjjcfQr,Sean Paul,Dutty Rock,Get Busy,75.0,211666.0,False,0.735,0.824,10.0,-4.143,0.0,0.036,0.615,0.0,0.158,0.726,100.202,4.0,dancehall,0.665663773805819
Colbie Caillat - Bubbly,"76,56,62,018 ","2,14,254 ",,,,,,,,,,,,,,,,,,,,,
"Tame Impala - New Person, Same Old Mistakes","76,54,56,529 ","6,47,688 ",,,,,,,,,,,,,,,,,,,,,
Vacations - Telephones,"76,52,65,789 ","4,84,005 ",,,,,,,,,,,,,,,,,,,,,
Sech - Otro Trago,"76,51,40,154 ","1,12,365 ",,,,,,,,,,,,,,,,,,,,,
The Script - Superheroes,"76,51,33,031 ","1,53,286 ",37sINbJZcFdHFAsVNsPq1i,The Script,No Sound Without Silence,Superheroes,75.0,245466.0,False,0.49,0.885,3.0,-4.121,1.0,0.0396,0.00218,0.0,0.0741,0.64,166.996,4.0,rock,0.3930665311694961
Men I Trust - Show Me How,"76,49,54,323 ","3,59,907 ",01TyFEZu6mHbffsVfxgrFn,Men I Trust,Show Me How,Show Me How,79.0,215110.0,False,0.791,0.267,5.0,-11.997,1.0,0.0415,0.674,0.534,0.102,0.544,165.99,4.0,indie,0.3991520053379757
Michael Marcagi - Scared To Start,"76,48,92,144 ","3,00,964 ",,,,,,,,,,,,,,,,,,,,,
Xavi - La VÃ­ctima,"76,42,97,380 ","2,44,010 ",,,,,,,,,,,,,,,,,,,,,
Bad Bunny - Ignorantes,"76,42,11,836 ","1,45,071 ",,,,,,,,,,,,,,,,,,,,,
Rauw Alejandro - Fantasias,"76,26,60,140 ","1,08,001 ",22HJ5YuNSSqwm1i2Gi0rzz,Raquel dos Teclados,VOL 1,Fantasias,41.0,226115.0,False,0.823,0.886,1.0,-2.748,1.0,0.0391,0.095,0.0,0.203,0.655,127.916,4.0,forro,0.8432501577764993
Luke Combs - Beer Never Broke My Heart,"76,25,95,910 ","2,61,182 ",,,,,,,,,,,,,,,,,,,,,
Disclosure - You & Me,"76,23,93,007 ","1,78,648 ",18S2PRuactalb1hwBxfwGl,Haru Kitamura,You & Me,You & Me,61.0,138000.0,False,0.329,0.0375,0.0,-28.147,1.0,0.0422,0.991,0.893,0.148,0.191,108.214,4.0,piano,0.6104127284354768
Akon - Right Now (Na Na Na),"76,23,78,826 ","5,16,546 ",2VqAEP1yY5T523K7bZtL8a,Akon,Freedom,Right Now (Na Na Na),71.0,240746.0,False,0.83,0.857,8.0,-4.194,0.0,0.152,0.262,0.0,0.413,0.607,137.982,4.0,dance,0.7006759036600705
"Tyler, The Creator - She","76,19,36,594 ","4,74,581 ",31Tp5iKrVUayn65qhg06nE,Elvis Costello,In Motion Pictures,She,70.0,187720.0,False,0.333,0.28,1.0,-12.87,1.0,0.032,0.427,1.88e-06,0.13,0.276,130.876,4.0,power-pop,0.7838176608865036
Steve Lacy - Infrunami,"76,18,49,991 ","5,09,704 ",,,,,,,,,,,,,,,,,,,,,
Marshmello - Be Kind,"76,06,79,707 ","1,36,919 ",0IAd3wUpWywdem1Fd96cOo,Marshmello;Halsey,Manic,Be Kind,51.0,172871.0,False,0.633,0.633,4.0,-7.085,1.0,0.0442,0.00772,0.0,0.0523,0.452,94.015,4.0,progressive-house,0.5901394181443783
Drake - Forever,"76,04,74,361 ","2,47,835 ",7uHRKSQ9WIlBBuBY7BHcbq,ilyTOMMY,Forever,Forever,71.0,108695.0,False,0.613,0.339,5.0,-14.908,0.0,0.135,0.678,0.0,0.166,0.292,106.582,5.0,sad,0.7253074492540464
Lil Wayne - Lollipop,"76,04,58,027 ","4,11,460 ",,,,,,,,,,,,,,,,,,,,,
Bon Iver - Skinny Love,"76,02,37,428 ","1,59,426 ",3B3eOgLJSqPEA0RfboIQVM,Bon Iver,"For Emma, Forever Ago",Skinny Love,73.0,238520.0,False,0.592,0.263,4.0,-14.029,0.0,0.0568,0.845,5.68e-06,0.127,0.109,76.366,4.0,folk,0.4096217739409385
The Weeknd - Wicked Games,"76,00,94,348 ","3,47,568 ",,,,,,,,,,,,,,,,,,,,,
BeyoncÃ© - If I Were a Boy,"75,99,79,936 ","3,21,015 ",,,,,,,,,,,,,,,,,,,,,
CYRIL - Stumblin' In,"75,98,01,466 ","4,69,638 ",3M4iJRCGuqVBCVZ5OxshHj,Ahmet Kilic;Stoto;Adeba,Stumblin' In,Stumblin' In,50.0,368010.0,False,0.772,0.437,8.0,-10.685,1.0,0.0516,0.45,0.559,0.129,0.191,119.993,4.0,groove,0.922215422887229
Katy Perry - Never Really Over,"75,97,70,128 ","1,00,436 ",2lsfMMmXKjxRX616wO9t6h,Mini Pop Kids,Mini Pop Kids 17,Never Really Over,9.0,223840.0,False,0.735,0.749,8.0,-6.296,1.0,0.0489,0.0706,9.28e-06,0.102,0.202,100.021,4.0,kids,0.6654066431408867
Soda Stereo - De MÃºsica Ligera,"75,94,34,511 ","4,51,545 ",,,,,,,,,,,,,,,,,,,,,
Danny Ocean - Dembow,"75,87,06,481 ","3,97,843 ",0fRsJIT0OkpN0o2nCu0hAF,Dvice;La Fortaleza Real;Juanka;Jehza,Dembow,Dembow,46.0,207214.0,True,0.673,0.764,10.0,-5.649,0.0,0.0558,0.0353,0.000557,0.12,0.695,170.018,4.0,latino,0.3704678072123569
Korn - Freak On a Leash,"75,82,67,589 ","5,36,857 ",6W21LNLz9Sw7sUSNWMSHRu,Korn,Follow The Leader,Freak On a Leash,76.0,255733.0,True,0.353,0.898,2.0,-5.877,1.0,0.052,2.23e-05,0.105,0.39,0.525,103.293,4.0,metal,0.7101333594216763
Imanbek - Belly Dancer,"75,82,64,690 ","2,33,426 ",7fZBQnc0zXwVybgCIrQQil,Imanbek;BYOR,Belly Dancer,Belly Dancer,87.0,151475.0,False,0.845,0.797,1.0,-4.984,1.0,0.139,0.0582,5.57e-06,0.167,0.422,121.985,4.0,dance,0.9534204054228812
Dua Lipa - Kiss and Make Up,"75,67,36,161 ","1,51,609 ",13hvHEstJ4sNbzdroPrPI3,Dua Lipa;BLACKPINK,Dua Lipa (Complete Edition),Kiss and Make Up,59.0,190560.0,False,0.675,0.729,8.0,-4.383,1.0,0.146,0.0557,0.0,0.189,0.63,99.986,4.0,dance,0.6632578658131985
Anitta - Envolver,"75,65,88,509 ","1,59,796 ",3IAfUEeaXRX9s9UdKOJrFI,Anitta,Envolver,Envolver,84.0,193805.0,False,0.812,0.736,4.0,-5.421,0.0,0.0833,0.152,0.00254,0.0914,0.396,91.993,4.0,pagode,0.5664449284303121
Bad Bunny - Una Vez,"75,64,27,199 ","3,38,363 ",0odNmnqNlvHuZGBGRLypUP,Osvaldo Pugliese;Alberto Morán,Pugliese Por Pugliese,Una Vez,19.0,188600.0,False,0.438,0.373,10.0,-10.108,0.0,0.036,0.975,0.348,0.112,0.378,122.497,4.0,tango,0.9213576418965268
Carlos Baute - Colgando en tus manos (con Marta SÃ¡nchez),"75,63,87,138 ","3,07,767 ",3UI9I3e1g1y5T3SMfdgfGO,Carlos Baute;Marta Sánchez,De mi puño y letra - Edicion Coleccionista,Colgando en tus manos (con Marta Sánchez),77.0,230280.0,False,0.836,0.637,6.0,-4.803,1.0,0.0367,0.535,0.0,0.129,0.875,120.025,4.0,spanish,0.9603971075186412
Nickelback - Rockstar,"75,61,18,095 ","3,84,036 ",3RlsVPIIs5KFhLFhxZ4iDF,Nickelback,All the Right Reasons (Walmart Exclusive Edition),Rockstar,70.0,252040.0,False,0.616,0.91,0.0,-3.004,1.0,0.0386,0.0459,0.0,0.343,0.693,144.072,4.0,alt-rock,0.6189864189872943
Christian Nodal - AdiÃ³s Amor,"75,59,19,841 ","2,53,346 ",,,,,,,,,,,,,,,,,,,,,
Gabry Ponte - Thunder,"75,57,18,037 ","2,58,128 ",1zB4vmk8tFRmM9UULNzbLB,Imagine Dragons,Evolve,Thunder,85.0,187146.0,False,0.605,0.822,0.0,-4.833,1.0,0.0438,0.00671,0.134,0.147,0.288,167.997,4.0,rock,0.3855465737858686
NF - The Search,"75,53,36,139 ","2,40,164 ",2OKo7g3KfmCt3kyLvUAL0g,NF,The Search,The Search,74.0,248040.0,False,0.789,0.786,2.0,-4.788,1.0,0.297,0.596,0.0,0.0997,0.39,119.957,4.0,hip-hop,0.9600553441357794
Eric Carmen - Hungry Eyes,"75,51,33,460 ","3,76,747 ",3sTSo8X7UCDTVUVMJ63LJO,Eric Carmen,Dirty Dancing: Anniversary Edition,Hungry Eyes,56.0,247320.0,False,0.719,0.634,5.0,-7.331,1.0,0.0255,0.0186,0.0,0.108,0.591,110.597,4.0,disco,0.8219008863422308
ManÃ¡ - Oye Mi Amor,"75,50,73,063 ","6,77,952 ",,,,,,,,,,,,,,,,,,,,,
Post Malone - One Right Now,"75,48,38,485 ","1,48,534 ",,,,,,,,,,,,,,,,,,,,,
Granular - White Noise,"75,42,95,576 ","98,236 ",,,,,,,,,,,,,,,,,,,,,
JAÅ¸-Z - Run This Town,"75,41,22,002 ","4,30,301 ",,,,,,,,,,,,,,,,,,,,,
Katy Perry - Part Of Me,"75,40,87,392 ","3,48,808 ",,,,,,,,,,,,,,,,,,,,,
Lil Wayne - A Milli,"75,40,04,654 ","3,75,789 ",,,,,,,,,,,,,,,,,,,,,
Fergie - Big Girls Don't Cry (Personal),"75,36,72,474 ","3,35,365 ",,,,,,,,,,,,,,,,,,,,,
The All-American Rejects - Gives You Hell,"75,35,33,609 ","2,35,016 ",5gb9UJkh8TfrNMRYOJNbew,The All-American Rejects,When The World Comes Down,Gives You Hell,70.0,213106.0,False,0.718,0.691,4.0,-6.44,1.0,0.0387,0.0159,0.0,0.0627,0.552,100.008,4.0,punk,0.66528979515837
Coyote Theory - This Side of Paradise,"75,32,89,259 ","3,00,381 ",,,,,,,,,,,,,,,,,,,,,
Eminem - My Name Is,"75,31,59,336 ","2,07,208 ",,,,,,,,,,,,,,,,,,,,,
Madonna - Like a Prayer,"75,31,39,522 ","5,35,788 ",,,,,,,,,,,,,,,,,,,,,
Dayglow - Can I Call You Tonight?,"75,30,90,032 ","2,21,738 ",,,,,,,,,,,,,,,,,,,,,
Brent Faiyaz - Clouded,"75,28,43,277 ","2,08,615 ",,,,,,,,,,,,,,,,,,,,,
Dean Lewis - How Do I Say Goodbye,"75,27,95,397 ","3,62,060 ",,,,,,,,,,,,,,,,,,,,,
Various Artists -,"75,27,95,397 ","3,62,060 ",7v8wKvNQQIxkugCFFjrkaO,Aimer,残響散歌,残響散歌,77.0,184893.0,False,0.367,0.896,11.0,-4.002,1.0,0.091,0.000627,0.0,0.207,0.38,170.863,4.0,j-pop,0.3638054146909651
Lady Gaga - Abracadabra,"75,27,41,829 ","7,71,070 ",2E2ZVy2fxslpAUgbb4zu84,Steve Miller Band,Abracadabra,Abracadabra,67.0,308373.0,False,0.791,0.535,9.0,-13.261,0.0,0.0355,0.0749,1.96e-06,0.156,0.963,127.488,4.0,psych-rock,0.8240648901465301
Billie Eilish - all the good girls go to hell,"75,26,07,384 ","1,33,893 ",6IRdLKIyS4p7XNiP8r6rsx,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",all the good girls go to hell,76.0,168839.0,False,0.726,0.444,8.0,-8.922,0.0,0.372,0.283,0.143,0.177,0.569,185.044,4.0,electro,0.2741613962947296
Kanye West - Ghost Town,"75,25,38,731 ","3,92,513 ",1b7DozY0xHWXU1T84Lck1z,Layto;Neoni,Ghost Town,Ghost Town,62.0,193846.0,False,0.631,0.643,0.0,-5.656,1.0,0.053,0.0658,0.0,0.0937,0.528,130.099,4.0,alt-rock,0.8223797123822336
ABBA - Lay All Your Love On Me,"75,25,13,944 ","5,60,723 ",4euAGZTszWPrriggYK0HG9,ABBA,Super Trouper,Lay All Your Love On Me,74.0,274466.0,False,0.678,0.727,2.0,-7.844,0.0,0.0258,0.117,0.00396,0.354,0.71,133.481,4.0,swedish,0.7687099335223132
Luis R Conriquez - Si No Quieres No,"75,25,01,936 ","2,94,580 ",,,,,,,,,,,,,,,,,,,,,
Harry Styles - Matilda,"75,22,23,350 ","5,88,750 ",,,,,,,,,,,,,,,,,,,,,
Jason Derulo - Trumpets,"75,19,20,355 ","1,66,330 ",,,,,,,,,,,,,,,,,,,,,
Creed - One Last Breath,"75,17,29,926 ","7,03,928 ",42T2QQv3xgBlpQxaSP7lnK,Creed,Weathered,One Last Breath,72.0,238240.0,False,0.386,0.677,2.0,-5.83,1.0,0.0346,0.00841,0.00366,0.341,0.195,126.602,4.0,alternative,0.8815807730138614
The Strokes - The Adults Are Talking,"75,12,20,441 ","5,18,638 ",5ruzrDWcT0vuJIOMW7gMnW,The Strokes,The New Abnormal,The Adults Are Talking,79.0,309053.0,False,0.593,0.749,5.0,-5.67,1.0,0.0475,0.0113,0.106,0.314,0.649,164.959,4.0,alt-rock,0.4099053764172354
Justin Bieber - Friends,"75,09,71,631 ","1,11,092 ",08bNPGLD8AhKpnnERrAc6G,Marshmello;Anne-Marie,FRIENDS,FRIENDS,79.0,202620.0,True,0.626,0.88,9.0,-2.384,0.0,0.0504,0.205,0.0,0.128,0.534,95.079,4.0,dance,0.5984409410209438
KAROL G - X SI VOLVEMOS,"75,07,56,514 ","3,01,009 ",,,,,,,,,,,,,,,,,,,,,
Queen - I Want To Break Free,"75,07,52,819 ","2,06,734 ",7iAqvWLgZzXvH38lA06QZg,Queen,Bohemian Rhapsody (The Original Soundtrack),I Want To Break Free,72.0,223080.0,False,0.807,0.414,4.0,-8.903,1.0,0.0352,0.105,2.57e-05,0.0813,0.502,108.944,4.0,rock,0.7921626939407748
Nio Garcia - La Jeepeta,"75,04,32,366 ","1,41,924 ",,,,,,,,,,,,,,,,,,,,,
Nicky Jam - Hasta el Amanecer,"75,03,47,738 ","4,61,532 ",5Fim1gaXBgsiFfsQAfQSDS,Nicky Jam,Fénix,Hasta el Amanecer,71.0,198706.0,False,0.832,0.608,6.0,-6.042,0.0,0.0385,0.282,0.0,0.0761,0.589,94.013,4.0,reggaeton,0.5900425549345659
NewJeans - Hype Boy,"75,03,45,652 ","2,79,870 ",,,,,,,,,,,,,,,,,,,,,
Eminem - Houdini,"75,00,46,979 ","3,25,724 ",,,,,,,,,,,,,,,,,,,,,
MARINA - Bubblegum Bitch,"74,98,17,626 ","4,56,369 ",6IbnUaczZBT34DhaD6S18F,MARINA,Electra Heart (Deluxe),Bubblegum Bitch,78.0,154666.0,True,0.495,0.856,0.0,-5.123,0.0,0.0311,0.000219,0.0,0.103,0.609,158.024,4.0,electro,0.4706844858906273
Rihanna - What's My Name?,"74,97,98,060 ","4,70,919 ",43IscCctGQhK9q4aERxSVI,Simpleton;Mark Topsecret,What's My Name,What's My Name,21.0,199268.0,True,0.723,0.855,0.0,-3.619,1.0,0.192,0.0934,0.0,0.274,0.711,90.998,4.0,j-dance,0.5537940837360916
Bon Jovi - Always,"74,97,29,653 ","3,55,041 ",2RChe0r2cMoyOvuKobZy44,Bon Jovi,Cross Road,Always,76.0,353026.0,False,0.383,0.659,4.0,-5.558,1.0,0.0312,0.117,0.0,0.0778,0.327,140.795,4.0,metal,0.6643194519542105
Quevedo - PUNTO G,"74,90,57,238 ","1,50,672 ",3zTkz1DCxJk09e3iBH8xXi,KAROL G,Perreo Tenebroso Vol. 4,Punto G,0.0,183160.0,False,0.791,0.746,6.0,-4.716,1.0,0.0907,0.00938,0.000125,0.125,0.903,165.994,4.0,reggaeton,0.4012411363880697
Nat King Cole - The Christmas Song (Merry Christmas to You),"74,88,12,179 ","11,410 ",0oTICiR6tPDmIPCmHS4qby,Nat King Cole,World's Best Christmas Playlist,The Christmas Song (Merry Christmas To You),1.0,192160.0,False,0.32,0.21,6.0,-15.231,1.0,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5.0,jazz,0.3832304657574887
Nat King Cole Trio - The Christmas Song (Merry Christmas To You),"74,88,00,769 ","11,998 ",0oTICiR6tPDmIPCmHS4qby,Nat King Cole,World's Best Christmas Playlist,The Christmas Song (Merry Christmas To You),1.0,192160.0,False,0.32,0.21,6.0,-15.231,1.0,0.0345,0.92,8.01e-05,0.138,0.208,73.196,5.0,jazz,0.3832304657574887
Ariana Grande - Everyday,"74,87,52,709 ","3,80,901 ",39lnzOIUCSNaQmgBHoz7rt,Buddy Holly;The Crickets,Buddy Holly,Everyday,65.0,129120.0,False,0.747,0.219,3.0,-12.562,1.0,0.0371,0.584,2.57e-05,0.107,0.498,135.562,4.0,rockabilly,0.7221204600682906
Metro Boomin - 10 Freaky Girls,"74,86,21,915 ","1,15,149 ",,,,,,,,,,,,,,,,,,,,,
David Bowie - Starman,"74,85,06,657 ","4,19,823 ",,,,,,,,,,,,,,,,,,,,,
Keane - Everybody's Changing,"74,84,98,104 ","4,32,678 ",0yac0FPhLRH9i9lOng3f81,Keane,Hopes And Fears,Everybody's Changing,74.0,215880.0,False,0.517,0.839,0.0,-3.521,1.0,0.0287,0.0014,0.000365,0.108,0.416,94.015,4.0,piano,0.5878875259266876
PARTYNEXTDOOR - Come and See Me,"74,82,54,796 ","2,44,987 ",,,,,,,,,,,,,,,,,,,,,
League of Legends - Legends Never Die,"74,76,26,077 ","2,05,914 ",,,,,,,,,,,,,,,,,,,,,
Bebe Rexha - I'm a Mess,"74,76,16,008 ","1,16,348 ",04ZTP5KsCypmtCmQg5tH9R,Bebe Rexha,Expectations,I'm a Mess,74.0,195519.0,False,0.63,0.694,11.0,-6.257,0.0,0.0253,0.00281,0.0,0.0719,0.216,97.005,4.0,dance,0.6264583013676333
Juice WRLD - Let Me Know (I Wonder Why Freestyle),"74,75,85,659 ","3,73,133 ",,,,,,,,,,,,,,,,,,,,,
The Human League - Don't You Want Me,"74,74,40,901 ","3,37,958 ",3L7RtEcu1Hw3OXrpnthngx,The Human League,Dare!,Don't You Want Me,76.0,236920.0,False,0.731,0.738,9.0,-8.125,0.0,0.0377,0.184,0.0,0.214,0.958,117.656,4.0,synth-pop,0.939802691163856
Big Sean - Bounce Back,"74,74,39,378 ","43,110 ",5QXGpdv9Hf4kF1soQGAuol,Tha Playah,Walking The Line,Bounce back,16.0,312764.0,False,0.573,0.893,6.0,-5.855,1.0,0.058,0.0203,0.011,0.333,0.664,162.043,4.0,happy,0.4345457282355314
Soulja Boy - Crank That (Soulja Boy),"74,63,73,496 ","3,01,911 ",,,,,,,,,,,,,,,,,,,,,
J Balvin - Rojo,"74,63,12,210 ","2,66,506 ",6dR1uxzRh6aewJ3WQg0GY6,J Balvin,Halloween 2022 Perreo Vol. 1,Rojo,5.0,151146.0,False,0.652,0.595,11.0,-4.04,1.0,0.117,0.15,0.000106,0.0836,0.421,172.277,4.0,latino,0.3536995901879607
AJR - Weak,"74,62,14,678 ","74,508 ",3UnfOb5hmnf4KF7NIgAj9a,Larissa Lambert,Weak,Weak,67.0,159375.0,False,0.617,0.451,7.0,-9.323,1.0,0.0584,0.627,0.0,0.267,0.487,127.923,4.0,chill,0.8522597167036096
Stevie Wonder - Superstition,"74,61,19,694 ","1,75,982 ",7yss3y4G3zjtufzx8adHMb,Stevie Wonder,Halloween Hits,Superstition,4.0,267733.0,False,0.611,0.583,1.0,-14.182,1.0,0.0668,0.057,0.0195,0.0857,0.877,100.82,4.0,funk,0.6578210396703357
Fuerza Regida - Bebe Dame,"74,58,44,707 ","2,01,803 ",,,,,,,,,,,,,,,,,,,,,
Shakira - La Tortura,"74,57,68,191 ","4,90,477 ",,,,,,,,,,,,,,,,,,,,,
OneRepublic - Run,"74,57,61,567 ","2,28,177 ",2UbVnbE5FH6008mAm6Mmgw,OneRepublic,Run,Run,76.0,169010.0,False,0.682,0.72,11.0,-8.173,0.0,0.0381,0.326,0.0,0.148,0.673,117.003,4.0,rock,0.9289532447430492
Ricky Martin - Vente Pa' Ca,"74,55,97,533 ","3,26,329 ",,,,,,,,,,,,,,,,,,,,,
Feid - CHORRITO PA LAS ANIMAS,"74,55,03,413 ","1,60,526 ",,,,,,,,,,,,,,,,,,,,,
Myke Towers - LA FALDA,"74,49,24,614 ","2,68,048 ",,,,,,,,,,,,,,,,,,,,,
Al Green - Let's Stay Together,"74,47,32,181 ","2,16,758 ",07sTQf36JLUSSp5aaaEwpl,Keys & Copper;Shanna Michelle,Let's Stay Together,Let's Stay Together,61.0,134285.0,False,0.791,0.652,11.0,-8.855,0.0,0.0519,0.26,0.18,0.105,0.571,105.045,4.0,deep-house,0.7336491336041001
"Earth, Wind & Fire - Boogie Wonderland","74,44,55,720 ","4,57,657 ",6ztstiyZL6FXzh4aG46ZPD,"Earth, Wind & Fire;The Emotions",I Am,Boogie Wonderland,76.0,288293.0,False,0.802,0.756,2.0,-10.791,0.0,0.0349,0.0843,0.00765,0.0521,0.963,131.715,4.0,jazz,0.785750207381789
Bad Bunny - La Corriente,"74,42,19,302 ","2,36,301 ",1797zYiX4cKosMH836X9Gt,Bad Bunny;Tony Dize,Un Verano Sin Ti,La Corriente,90.0,198367.0,True,0.663,0.786,11.0,-3.51,0.0,0.195,0.229,0.0,0.219,0.579,196.12,4.0,reggaeton,0.2195569171693694
Foo Fighters - Learn to Fly,"74,38,11,994 ","2,70,613 ",5OQsiBsky2k2kDKy2bX2eT,Foo Fighters,There Is Nothing Left To Lose,Learn to Fly,77.0,235293.0,False,0.465,0.919,4.0,-4.025,1.0,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,4.0,metal,0.7283150369118467
Harry Styles - Lights Up,"74,37,34,204 ","1,14,299 ",,,,,,,,,,,,,,,,,,,,,
Dusty Springfield - Son of a Preacher Man,"74,36,71,682 ","1,78,939 ",6ek9SiEj5a65WIs2EV7qiM,Dusty Springfield,Dusty In Memphis,Son Of A Preacher Man,73.0,148053.0,False,0.404,0.43,4.0,-12.327,1.0,0.224,0.538,0.0,0.0802,0.641,180.061,4.0,british,0.3015247413886429
Doja Cat - Candy,"74,34,71,980 ","4,59,255 ",4h5m56ExHLPUC9NGz7U1Qa,Paolo Nutini,Sunny Side Up,Candy,69.0,298693.0,False,0.612,0.601,7.0,-7.809,1.0,0.0421,0.373,0.0,0.156,0.368,125.164,4.0,british,0.9064514787139132
XXXTENTACION - I Don't Wanna Do This Anymore,"74,28,15,899 ","1,32,042 ",5de9Ho64dovuQI8Uhn5gPD,XXXTENTACION,Revenge,I Don't Wanna Do This Anymore,77.0,87560.0,True,0.433,0.778,4.0,-7.681,1.0,0.041,0.843,0.0,0.139,0.764,114.208,4.0,emo,0.8818371550637781
Feby Putri - Runtuh,"74,24,41,607 ","3,80,401 ",,,,,,,,,,,,,,,,,,,,,
Morgan Wallen - Cowgirls,"74,19,79,432 ","4,47,928 ",,,,,,,,,,,,,,,,,,,,,
Piso 21 - Pa' Olvidarme De Ella,"74,14,43,487 ","2,13,330 ",,,,,,,,,,,,,,,,,,,,,
Gorillaz - DARE,"74,14,43,262 ","5,60,250 ",,,,,,,,,,,,,,,,,,,,,
For Revenge - Serana,"74,09,31,380 ","5,50,427 ",1T1ihaGSLwkC2x0jaYodIp,For Revenge;Danindra DIVIDE,Get Closer with For Revenge,Serana,51.0,244153.0,False,0.489,0.404,2.0,-12.445,1.0,0.0332,0.101,6.78e-05,0.255,0.311,129.992,4.0,emo,0.7993982262661143
