Songs & Artist,Streams,Daily
Childish Gambino - Les,"1,03,07,09,455 ","10,93,914 "
A$AP Rocky - Sundress,"1,02,93,52,435 ","6,93,388 "
Rauw Alejandro - LOKERA,"1,02,89,34,070 ","2,55,369 "
Estelle - American Boy,"1,02,85,87,286 ","6,28,657 "
Kanye West - Homecoming,"1,02,84,73,932 ","7,24,012 "
B.o.B - Nothinâ on You,"1,02,83,86,095 ","11,65,703 "
La Oreja de Van Gogh - Rosas,"1,02,82,63,236 ","5,96,085 "
Counting Crows - Mr. Jones,"1,02,81,49,838 ","4,27,312 "
Paloma Faith - Only Love Can Hurt Like This,"1,02,72,21,036 ","4,97,561 "
The Wanted - Glad You Came,"1,02,70,11,518 ","3,82,423 "
Billy Joel - Vienna,"1,02,68,29,942 ","6,76,558 "
Billie Eilish - you should see me in a crown,"1,02,63,70,375 ","1,98,802 "
No Doubt - Don't Speak,"1,02,61,41,990 ","5,46,151 "
Fetty Wap - 679,"1,02,58,86,601 ","4,95,146 "
Jason Mraz - I Won't Give Up,"1,02,56,79,016 ","3,06,814 "
Becky G - Shower,"1,02,56,03,074 ","5,46,325 "
Jack Harlow - Lovin On Me,"1,02,51,77,208 ","3,76,197 "
Guns N' Roses - Knockin' On Heaven's Door,"1,02,42,36,796 ","5,28,525 "
Ashe - Moral of the Story,"1,02,41,63,145 ","2,97,107 "
W Sound - La Plena,"1,02,41,38,386 ","13,69,081 "
BLACKPINK - Kill This Love,"1,02,38,48,264 ","2,62,805 "
Flo Rida - Right Round,"1,02,34,25,600 ","8,09,448 "
Bryan Adams - Heaven,"1,02,33,56,203 ","7,98,255 "
Kendrick Lamar - Alright,"1,02,26,53,530 ","3,97,023 "
CKay - love nwantiti (ah ah ah),"1,02,22,61,474 ","2,19,332 "
"Fall Out Boy - Sugar, We're Goin Down","1,02,14,48,924 ","4,32,201 "
The Weeknd - Party Monster,"1,02,13,30,003 ","3,10,684 "
Linkin Park - Somewhere I Belong,"1,02,07,97,648 ","12,57,687 "
The MarÃ­as - No One Noticed,"1,02,07,62,596 ","14,89,039 "
"Gracie Abrams - I Love You, I'm Sorry","1,02,04,45,575 ","10,50,141 "
B.o.B - Airplanes,"1,02,01,99,649 ","5,05,833 "
will.i.am - Scream & Shout,"1,02,01,24,396 ","4,96,981 "
James Arthur - Can I Be Him,"1,01,92,79,050 ","2,63,308 "
Sebastian Yatra - Pareja Del AÃ±o,"1,01,89,64,110 ","2,85,962 "
Post Malone - I Like You (A Happier Song),"1,01,87,97,549 ","2,77,302 "
Nelly Furtado - Say It Right,"1,01,82,49,305 ","7,80,349 "
Akon - Lonely,"1,01,80,01,875 ","6,11,999 "
Green Day - Good Riddance (Time of Your Life),"1,01,76,63,628 ","4,59,681 "
5 Seconds of Summer - Teeth,"1,01,73,26,462 ","5,50,190 "
Metro Boomin - Superhero (Heroes & Villains) [with Future & Chris Brown],"1,01,60,67,025 ","3,70,288 "
TiÃ«sto - The Motto,"1,01,57,84,146 ","2,58,136 "
Daryl Hall & John Oates - Rich Girl,"1,01,49,67,728 ","3,17,603 "
Kid Cudi - Pursuit Of Happiness (Nightmare),"1,01,48,26,475 ","4,24,979 "
50 Cent - 21 Questions,"1,01,46,26,329 ","6,02,577 "
Benson Boone - Slow It Down,"1,01,34,78,368 ","5,67,935 "
Conan Gray - Maniac,"1,01,32,51,942 ","2,22,471 "
Yandel - Yandel 150,"1,01,24,15,516 ","2,30,795 "
Kelly Clarkson - Underneath the Tree,"1,01,23,50,562 ","19,539 "
Ellie Goulding - Burn,"1,01,18,41,177 ","4,25,266 "
Naughty Boy - La La La,"1,01,15,64,367 ","4,22,668 "
Xavi - La Diabla,"1,01,10,41,560 ","3,33,094 "
Frank Ocean - Nights,"1,01,06,70,815 ","12,32,822 "
Taylor Swift - Karma,"1,00,91,72,238 ","2,50,323 "
Mora - LA INOCENTE,"1,00,91,36,131 ","3,15,805 "
Taylor Swift - ...Ready For It?,"1,00,88,26,316 ","3,12,887 "
Dua Lipa - Houdini,"1,00,82,58,512 ","5,38,709 "
Taylor Swift - Enchanted,"1,00,81,94,513 ","2,83,357 "
Three Days Grace - Animal I Have Become,"1,00,80,51,291 ","8,52,713 "
Dean Martin - Let It Snow! Let It Snow! Let It Snow!,"1,00,80,27,684 ","15,389 "
Kesha - Die Young,"1,00,79,87,669 ","3,89,812 "
John Newman - Love Me Again,"1,00,66,72,047 ","5,61,579 "
M.I.A. - Paper Planes,"1,00,66,31,912 ","3,83,676 "
The 1975 - Somebody Else,"1,00,65,43,521 ","4,23,716 "
Lady Gaga - Paparazzi,"1,00,64,46,405 ","7,16,315 "
Train - Drive By,"1,00,61,60,841 ","2,93,151 "
Waka Flocka Flame - No Hands,"1,00,50,61,641 ","9,33,072 "
BTS - Life Goes On,"1,00,49,72,289 ","7,40,411 "
Starley - Call On Me,"1,00,48,80,839 ","2,08,926 "
Cardi B - Bodak Yellow,"1,00,39,14,620 ","2,10,006 "
Sam Hunt - Body Like A Back Road,"1,00,33,44,165 ","1,70,645 "
ÃÃ±igo Quintero - Si No EstÃ¡s,"1,00,30,89,207 ","3,88,365 "
Roxette - It Must Have Been Love,"1,00,26,64,152 ","6,00,999 "
Ravyn Lenae - Love Me Not,"1,00,15,91,324 ","26,61,855 "
Manu Chao - Me Gustas Tu,"1,00,15,49,465 ","5,23,813 "
Foo Fighters - The Pretender,"1,00,15,00,997 ","3,71,894 "
Justin Timberlake - Rock Your Body,"1,00,10,59,577 ","7,21,847 "
Taylor Swift - The Man,"1,00,02,40,193 ","2,57,286 "
America - A Horse with No Name,"99,98,06,757 ","7,64,427 "
Los Enanitos Verdes - Lamento Boliviano,"99,93,07,821 ","5,24,228 "
Bad Bunny - EoO,"99,89,57,802 ","23,67,051 "
Chief Keef - Love Sosa,"99,88,03,160 ","4,40,096 "
Playboi Carti - Sky,"99,87,25,192 ","3,41,483 "
The Cure - Friday I'm In Love,"99,83,08,123 ","5,11,039 "
Anuel AA - Sola (Remix),"99,82,11,719 ","5,83,099 "
Justin Bieber - Eenie Meenie,"99,73,79,416 ","9,66,713 "
The Neighbourhood - Reflections,"99,72,54,555 ","9,42,755 "
David Guetta - Hey Mama,"99,68,81,266 ","2,64,888 "
Ne-Yo - Miss Independent,"99,60,96,548 ","5,56,697 "
Shawn Mendes - In My Blood,"99,59,55,162 ","1,49,954 "
A$AP Rocky - F**kin' Problems,"99,53,44,829 ","2,60,414 "
Phil Collins - In the Air Tonight,"99,48,72,659 ","5,34,875 "
Clairo - Sofia,"99,44,35,348 ","3,48,858 "
Ozuna - Vaina Loca,"99,43,67,164 ","1,86,831 "
Melanie Martinez - Play Date,"99,37,75,467 ","4,07,384 "
The Police - Roxanne,"99,36,41,505 ","3,76,565 "
Red Hot Chili Peppers - Dani California,"99,35,03,613 ","5,50,335 "
Disturbed - The Sound of Silence,"99,32,95,211 ","3,17,444 "
Soundgarden - Black Hole Sun,"99,23,64,947 ","5,70,843 "
bÃ´a - Duvet,"99,23,52,755 ","8,40,597 "
Jay Sean - Down,"99,21,40,552 ","5,13,270 "
Kansas - Dust in the Wind,"99,18,34,119 ","4,55,358 "
The Kid LAROI - NIGHTS LIKE THIS,"99,09,84,750 ","8,07,181 "
Gorillaz - On Melancholy Hill,"99,09,84,507 ","7,26,910 "
A$AP Rocky - Everyday,"99,09,72,063 ","5,30,036 "
The Rare Occasions - Notion,"99,07,78,845 ","7,76,695 "
Disturbed - Down with the Sickness,"99,03,49,803 ","3,58,774 "
Polo G - Pop Out,"98,98,77,078 ","1,77,151 "
Lady Gaga - Million Reasons,"98,94,40,453 ","2,45,321 "
Rels B - A MÃ­,"98,86,94,908 ","3,85,327 "
BLACKPINK - Pink Venom,"98,85,95,172 ","3,36,682 "
Idina Menzel - Let It Go,"98,78,47,746 ","3,73,495 "
System Of A Down - Lonely Day,"98,74,86,117 ","7,70,838 "
Dire Straits - Walk Of Life,"98,71,32,717 ","5,06,891 "
Gwen Stefani - The Sweet Escape,"98,62,78,441 ","8,09,936 "
Lewis Capaldi - Hold Me While You Wait,"98,57,77,095 ","2,37,821 "
Billie Eilish - Therefore I Am,"98,51,04,898 ","2,11,853 "
Galantis - No Money,"98,41,84,197 ","2,01,343 "
Bad Bunny - Tarot,"98,40,53,878 ","4,16,175 "
Fall Out Boy - Thnks fr th Mmrs,"98,33,12,509 ","4,45,687 "
Justin Bieber - Lonely,"98,30,57,306 ","1,99,372 "
Rihanna - Bitch Better Have My Money,"98,27,09,574 ","2,00,077 "
LMFAO - Party Rock Anthem,"98,26,06,753 ","4,53,602 "
Starship - Nothing's Gonna Stop Us Now,"98,15,79,880 ","8,20,627 "
KAROL G - BICHOTA,"98,13,20,969 ","1,40,741 "
J Balvin - Un DÃ­a (One Day),"98,07,12,734 ","3,42,296 "
Drake - Rich Flex,"98,06,22,008 ","2,20,047 "
Depeche Mode - Enjoy the Silence,"98,04,37,489 ","5,82,439 "
The Proclaimers - I'm Gonna Be (500 Miles),"98,03,42,823 ","3,34,258 "
Don McLean - American Pie,"98,02,60,129 ","4,90,015 "
FIFTY FIFTY - Cupid,"98,02,08,315 ","2,50,213 "
ACRAZE - Do It To It,"97,99,96,781 ","1,70,786 "
2Pac - Hit 'Em Up,"97,96,76,367 ","6,05,182 "
Piso 21 - Te Vi,"97,94,15,771 ","4,11,748 "
Rob $tone - Chill Bill,"97,91,92,584 ","1,45,437 "
Morgan Wallen - Wasted On You,"97,87,85,450 ","2,48,563 "
Darius Rucker - Wagon Wheel,"97,87,34,310 ","4,91,978 "
Lizzo - About Damn Time,"97,85,76,641 ","1,98,519 "
The Calling - Wherever You Will Go,"97,82,21,166 ","6,57,189 "
Pinkfong - Baby Shark,"97,81,18,049 ","3,50,829 "
Drake - Chicago Freestyle,"97,77,25,119 ","3,52,417 "
The Cardigans - Lovefool,"97,65,51,235 ","7,49,483 "
JosÃ© Feliciano - Feliz Navidad,"97,58,23,043 ","18,584 "
Taylor Swift - ME!,"97,54,52,453 ","1,37,793 "
AC/DC - T.N.T.,"97,43,76,451 ","5,06,741 "
The Neighbourhood - You Get Me So High,"97,36,90,060 ","4,58,355 "
Katrina & The Waves - Walking On Sunshine,"97,33,71,454 ","2,85,813 "
Sam Smith - Like I Can,"97,33,27,967 ","1,68,312 "
Future - Like That,"97,31,30,406 ","6,95,852 "
Aventura - Ella Y Yo,"97,23,49,010 ","3,72,127 "
Bad Bunny - WHERE SHE GOES,"97,17,65,895 ","5,03,115 "
OneRepublic - Apologize,"97,14,42,756 ","3,07,477 "
Jack Harlow - First Class,"97,09,48,136 ","1,95,412 "
Peso Pluma - LADY GAGA,"97,01,44,651 ","3,13,983 "
Panic! At The Disco - House of Memories,"96,99,98,310 ","4,11,395 "
Corinne Bailey Rae - Put Your Records On,"96,95,74,953 ","5,38,675 "
Keala Settle - This Is Me,"96,91,73,958 ","2,85,550 "
Frank Ocean - Novacane,"96,88,77,314 ","6,97,233 "
Led Zeppelin - Immigrant Song,"96,87,72,619 ","4,11,428 "
Flo Rida - Good Feeling,"96,87,22,547 ","5,48,758 "
Soulja Boy - Kiss Me Thru The Phone,"96,76,66,692 ","5,65,810 "
Junior H - El Azul,"96,76,28,601 ","4,26,564 "
Bruno Mars - Finesse,"96,72,79,241 ","3,13,923 "
Jonas Blue - Rise,"96,70,49,849 ","1,21,374 "
P!nk - What About Us,"96,67,12,867 ","3,18,312 "
Jennifer Lopez - On The Floor,"96,66,52,821 ","7,11,041 "
Anitta - Downtown,"96,65,03,391 ","4,18,499 "
X Ambassadors - Renegades,"96,58,17,548 ","2,62,997 "
Sia - Cheap Thrills,"96,50,72,312 ","4,93,567 "
Drake - Wants and Needs,"96,50,14,355 ","3,26,566 "
SZA - Open Arms,"96,42,55,876 ","5,40,937 "
Lauv - i'm so tired...,"96,25,21,579 ","92,455 "
Birdy - Skinny Love,"96,21,95,308 ","1,91,444 "
DJ Snake - Loco Contigo,"96,21,36,819 ","1,96,454 "
blink-182 - What's My Age Again?,"96,11,56,253 ","3,98,979 "
Luis Miguel - Ahora Te Puedes Marchar,"96,04,37,731 ","4,30,690 "
Hozier - Work Song,"96,04,09,570 ","5,04,107 "
Frank Ocean - Chanel,"95,99,05,564 ","2,87,823 "
TiÃ«sto - Jackie Chan,"95,98,62,050 ","1,22,491 "
The 1975 - About You,"95,98,61,168 ","10,11,604 "
Billie Eilish - LUNCH,"95,96,43,713 ","4,64,665 "
SZA - Broken Clocks,"95,89,13,979 ","3,66,313 "
SYML - Where's My Love,"95,87,18,845 ","3,07,205 "
Rihanna - Take A Bow,"95,76,54,332 ","3,48,126 "
Ruth B. - Lost Boy,"95,75,87,756 ","1,94,540 "
Camila Cabello - Shameless,"95,74,56,856 ","5,53,327 "
DaBaby - BOP,"95,72,77,533 ","1,74,732 "
U2 - I Still Haven't Found What I'm Looking For,"95,72,19,537 ","3,93,996 "
Fugees - Killing Me Softly With His Song,"95,66,96,461 ","4,26,510 "
Junior H - Y LLORO,"95,46,94,177 ","8,72,885 "
Kanye West - Can't Tell Me Nothing,"95,40,27,591 ","7,33,014 "
Pop Smoke - Mood Swings,"95,35,99,506 ","2,26,344 "
Juice WRLD - Armed And Dangerous,"95,32,00,453 ","1,89,550 "
Paulo Londra - Tal Vez,"95,30,91,683 ","4,40,945 "
Hippie Sabotage - Devil Eyes,"95,30,14,300 ","2,65,013 "
Elton John - Tiny Dancer,"95,30,01,546 ","3,09,097 "
Mumford & Sons - Little Lion Man,"95,29,97,528 ","3,86,971 "
BeyoncÃ© - CUFF IT,"95,17,83,408 ","1,76,952 "
Keyshia Cole - Love,"95,14,67,841 ","6,43,167 "
Meghan Trainor - All About That Bass,"95,11,94,728 ","2,09,017 "
Lil Peep - nuts,"94,98,24,151 ","15,04,333 "
Deorro - Five More Hours,"94,95,18,184 ","2,30,732 "
Halsey - Bad At Love,"94,93,57,692 ","5,75,697 "
AWOLNATION - Sail,"94,90,65,158 ","1,73,160 "
Rascal Flatts - Life is a Highway,"94,86,48,791 ","4,22,658 "
Ozzy Osbourne - Crazy Train,"94,84,99,798 ","5,07,033 "
Bad Bunny - A Tu Merced,"94,72,05,675 ","3,16,675 "
A Boogie Wit da Hoodie - Look Back at It,"94,65,00,636 ","2,61,728 "
Billie Eilish - watch,"94,63,77,588 ","3,54,758 "
Lil Peep - Save That Shit,"94,59,49,912 ","3,30,330 "
Grupo Frontera - EL AMOR DE SU VIDA,"94,49,02,236 ","6,51,490 "
Maggie Lindemann - Pretty Girl,"94,35,13,206 ","58,093 "
Eminem - Venom,"94,32,63,577 ","1,95,258 "
Rise Against - Savior,"94,25,70,334 ","3,13,081 "
Meghan Trainor - Made You Look,"94,25,26,039 ","1,56,112 "
J Balvin - QuÃ© MÃ¡s Pues?,"94,23,66,276 ","1,93,005 "
2Pac - Ambitionz Az A Ridah,"94,20,20,431 ","3,18,971 "
Rauw Alejandro - QuÃ© PasarÃ­a...,"94,19,36,464 ","15,38,303 "
Alok - Hear Me Now,"94,19,33,994 ","3,50,251 "
Jeremy Zucker - comethru,"94,12,13,528 ","1,41,484 "
Morgan Wallen - You Proof,"94,04,69,798 ","2,24,965 "
Lil Baby - Freestyle,"93,92,30,344 ","3,29,462 "
Luke Combs - Fast Car,"93,87,78,949 ","5,53,203 "
The Beatles - Come Together,"93,78,73,001 ","3,35,700 "
Lil Tjay - Calling My Phone,"93,75,62,284 ","2,06,796 "
Whitney Houston - I Will Always Love You,"93,70,01,284 ","4,03,017 "
Kali Uchis - After The Storm,"93,67,53,386 ","4,79,718 "
Mark Ambor - Belong Together,"93,62,23,122 ","4,96,561 "
Aventura - VolvÃ­,"93,54,30,717 ","2,52,413 "
Marshmello - El Merengue,"93,49,52,967 ","5,13,034 "
Eminem - River,"93,48,78,846 ","1,55,065 "
Romeo Santos - Eres MÃ­a,"93,43,34,350 ","6,47,845 "
One Direction - 18,"93,43,10,843 ","4,01,577 "
Declan McKenna - Brazil,"93,40,91,207 ","5,35,445 "
Wisin - EscÃ¡pate Conmigo,"93,37,92,441 ","2,94,022 "
Rauw Alejandro - El Efecto,"93,36,64,992 ","6,54,068 "
"Kendrick Lamar - Bitch, Donât Kill My Vibe","93,34,66,886 ","2,88,812 "
Mau y Ricky - Desconocidos,"93,28,41,722 ","1,30,430 "
Cutting Crew - (I Just) Died In Your Arms,"93,21,65,099 ","6,27,088 "
DRAM - Broccoli,"93,21,28,568 ","1,35,683 "
JHAYCO - CÃMO SE SIENTE,"93,20,17,543 ","4,78,671 "
Zach Bryan - Heading South,"93,19,60,997 ","3,45,977 "
Natalia Lafourcade - Hasta la RaÃ­z,"93,16,87,773 ","2,70,576 "
Yot Club - YKWIM?,"93,04,89,771 ","2,67,107 "
Mac DeMarco - Heart To Heart,"92,96,96,833 ","5,56,762 "
Selena Gomez - Good For You,"92,86,51,420 ","3,02,898 "
TINI - MiÃ©nteme,"92,84,50,061 ","3,28,963 "
Far East Movement - Like A G6,"92,77,84,306 ","3,68,269 "
MÃ¶tley CrÃ¼e - Kickstart My Heart,"92,75,26,631 ","4,90,306 "
Cher - Believe,"92,70,98,876 ","4,94,845 "
Travie McCoy - Billionaire,"92,68,19,625 ","5,25,312 "
Alan Walker - Alone,"92,63,63,284 ","2,65,108 "
The Beatles - Let It Be,"92,59,66,776 ","3,75,980 "
3 Doors Down - Here Without You,"92,56,57,689 ","5,74,558 "
Sub Urban - Cradles,"92,49,60,256 ","2,92,913 "
Anuel AA - Ella Quiere Beber,"92,48,92,289 ","2,17,672 "
Muse - Supermassive Black Hole,"92,45,75,794 ","5,70,663 "
Big Sean - I Don't Fuck With You,"92,40,52,399 ","2,17,356 "
Kanye West - Violent Crimes,"92,39,22,920 ","4,22,015 "
Stromae - Alors on danse,"92,38,08,699 ","4,79,158 "
Jack Harlow - WHATS POPPIN,"92,37,50,187 ","1,41,618 "
Kanye West - All Of The Lights,"92,35,04,903 ","4,81,930 "
NewJeans - OMG,"92,30,40,721 ","3,47,296 "
Lost Frequencies - Reality,"92,28,46,045 ","3,56,031 "
Cage The Elephant - Ain't No Rest For The Wicked,"92,10,72,817 ","2,89,802 "
Drake - Controlla,"92,09,38,237 ","2,14,200 "
Olivia Dean - Man I Need,"92,06,40,023 ","39,39,733 "
Mac DeMarco - For the First Time,"92,05,34,461 ","5,47,471 "
Zion & Lennox - Yo Voy,"92,02,63,029 ","5,28,304 "
The Rolling Stones - (I Can't Get No) Satisfaction,"91,86,43,912 ","2,20,155 "
Sam Smith - Fire On Fire,"91,80,95,208 ","3,36,732 "
Tainy - Adicto,"91,72,93,075 ","3,78,208 "
Jason Derulo - Talk Dirty,"91,70,87,109 ","2,79,633 "
21 Savage - Runnin,"91,61,74,596 ","2,90,687 "
Linkin Park - Crawling,"91,51,08,110 ","6,06,126 "
Arctic Monkeys - No. 1 Party Anthem,"91,49,13,297 ","9,39,214 "
Neil Diamond - Sweet Caroline,"91,33,73,301 ","2,88,911 "
Central Cee - Doja,"91,27,75,383 ","3,29,260 "
Alejandro FernÃ¡ndez - Me DediquÃ© a Perderte,"91,24,94,116 ","3,97,144 "
Doja Cat - Agora Hills,"91,15,30,661 ","5,71,035 "
Bad Bunny - Party,"91,09,17,744 ","4,86,285 "
Billie Eilish - wish you were gay,"91,03,73,881 ","1,60,143 "
The Notorious B.I.G. - Juicy,"90,96,18,238 ","2,57,023 "
Petit Biscuit - Sunset Lover,"90,94,92,818 ","1,06,685 "
Mike Posner - Cooler Than Me,"90,93,52,880 ","5,43,645 "
Travis Scott - I KNOW ?,"90,91,43,824 ","3,56,989 "
Linkin Park - Bleed It Out,"90,91,40,845 ","6,30,043 "
Tom Petty - Free Fallin',"90,91,37,400 ","3,07,181 "
Lana Del Rey - Doin' Time,"90,91,36,832 ","3,43,544 "
Rae Sremmurd - This Could Be Us,"90,84,85,682 ","2,91,853 "
Luke Combs - Hurricane,"90,83,59,582 ","3,66,483 "
DMX - X Gon' Give It To Ya,"90,81,71,037 ","3,27,886 "
System Of A Down - Aerials,"90,80,08,263 ","7,08,218 "
Imagine Dragons - It's Time,"90,70,63,499 ","3,77,787 "
Thirty Seconds To Mars - The Kill (Bury Me),"90,70,40,037 ","6,00,548 "
J. Cole - Power Trip,"90,61,48,443 ","5,48,979 "
Taylor Swift - Getaway Car,"90,54,67,661 ","3,16,432 "
Kendrick Lamar - m.A.A.d city,"90,54,47,832 ","2,24,635 "
Lil Baby - Pure Cocaine,"90,48,39,859 ","3,76,698 "
Ghost - Mary On A Cross,"90,43,81,673 ","4,31,452 "
Pitbull - Hotel Room Service,"90,42,92,710 ","6,46,633 "
Redbone - Come and Get Your Love,"90,27,29,559 ","3,69,672 "
Mariah Carey - We Belong Together,"90,20,31,980 ","4,31,509 "
Zac Brown Band - Chicken Fried,"90,18,85,980 ","3,12,111 "
Miley Cyrus - Malibu,"90,18,21,247 ","1,54,974 "
Dolly Parton - Jolene,"90,14,23,538 ","3,43,096 "
StaySolidRocky - Party Girl,"90,13,26,965 ","1,73,374 "
David Guetta - 2U,"90,11,51,107 ","1,34,159 "
Mora - Volando,"90,07,51,364 ","3,94,171 "
Michael BublÃ© - Holly Jolly Christmas,"90,05,44,001 ","9,768 "
Limp Bizkit - Rollin' (Air Raid Vehicle),"89,94,37,129 ","7,17,815 "
Anuel AA - Hasta Que Dios Diga,"89,84,39,920 ","5,03,464 "
Stealers Wheel - Stuck In The Middle With You,"89,81,29,166 ","2,99,574 "
Lana Del Rey - Diet Mountain Dew,"89,81,25,322 ","5,07,000 "
50 Cent - Just A Lil Bit,"89,80,26,408 ","6,98,672 "
Miley Cyrus - Prisoner,"89,79,47,333 ","1,42,817 "
NewJeans - Ditto,"89,70,15,316 ","4,20,043 "
Tame Impala - Let It Happen,"89,60,94,011 ","8,13,376 "
21 Savage - ball w/o you,"89,60,91,313 ","2,19,397 "
Jin - Donât Say You Love Me,"89,35,65,199 ","12,50,641 "
Queen - We Are The Champions,"89,31,49,509 ","2,66,778 "
Bad Bunny - VOY A LLeVARTE PA PR,"89,29,31,322 ","16,40,029 "
Ricky Montgomery - Line Without a Hook,"89,28,12,807 ","4,40,034 "
Milo j - Rara Vez,"89,27,05,126 ","6,12,427 "
Oscar Maydon - Tu Boda,"89,21,46,417 ","7,96,606 "
Pitbull - Fireball,"89,18,62,079 ","6,53,309 "
Lynyrd Skynyrd - Free Bird,"89,17,65,550 ","4,25,142 "
Travis Scott - Goosebumps,"89,16,78,217 ","1,64,076 "
ArcÃ¡ngel - La Jumpa,"89,15,64,174 ","2,73,764 "
Morgan Wallen - Chasin' You,"89,13,13,115 ","4,74,471 "
Alan Walker - On My Way,"89,05,18,224 ","3,87,362 "
Rixton - Me And My Broken Heart,"89,04,26,877 ","1,87,587 "
T-Pain - Buy U a Drank (Shawty Snappin'),"89,00,86,036 ","2,70,028 "
Anuel AA - Secreto,"89,00,53,453 ","2,21,730 "
Teddy Swims - The Door,"88,99,93,035 ","9,17,326 "
Bad Bunny - Yo Perreo Sola,"88,96,28,925 ","5,74,682 "
Maroon 5 - Cold,"88,93,35,349 ","4,48,017 "
Dalex - Hola,"88,92,16,332 ","3,29,309 "
Justin Bieber - Yummy,"88,87,84,555 ","1,34,115 "
Hombres G - DevuÃ©lveme a mi chica,"88,87,18,079 ","4,26,910 "
Eagles - Take It Easy,"88,84,63,913 ","3,84,987 "
21 Savage - Glock In My Lap,"88,80,85,198 ","1,98,333 "
Bruno Mars - Count on Me,"88,74,58,553 ","5,72,566 "
P!nk - Raise Your Glass,"88,73,92,945 ","2,27,622 "
ZZ Top - La Grange (2005 Remaster),"88,71,88,625 ","3,45,580 "
Maroon 5 - Beautiful Mistakes,"88,71,67,538 ","2,30,755 "
Drake - Jumpman,"88,59,47,267 ","1,06,545 "
Julia Michaels - What A Time,"88,54,99,134 ","1,90,200 "
Becky G - Sin Pijama,"88,51,97,492 ","2,14,201 "
Culture Club - Karma Chameleon,"88,50,39,930 ","3,36,293 "
Chappell Roan - HOT TO GO!,"88,45,00,119 ","5,94,689 "
CNCO - ReggaetÃ³n Lento (Bailemos),"88,44,10,600 ","2,11,232 "
Maroon 5 - Sunday Morning,"88,43,54,579 ","7,61,712 "
Justin Bieber - Holy,"88,41,71,144 ","1,39,310 "
Romeo Santos - Imitadora,"88,41,11,991 ","8,22,595 "
Felix Jaehn - Ain't Nobody (Loves Me Better),"88,39,91,600 ","1,91,630 "
Lil Tjay - F.N,"88,31,10,124 ","2,32,201 "
Taylor Swift - Lavender Haze,"88,30,16,956 ","1,68,423 "
Plan B - Candy,"88,29,22,661 ","5,21,783 "
"$uicideboy$ - ...And to Those I Love, Thanks for Sticking Around","88,28,78,403 ","2,79,737 "
Eyedress - Something About You,"88,28,73,421 ","5,31,374 "
Drake - Knife Talk,"88,27,57,292 ","2,11,318 "
Rihanna - Kiss It Better,"88,25,59,768 ","14,23,268 "
50 Cent - Many Men (Wish Death),"88,24,32,467 ","5,88,899 "
The Ronettes - Be My Baby,"88,22,48,756 ","7,84,075 "
Lykke Li - I Follow Rivers,"88,19,70,503 ","6,64,163 "
"Tyler, The Creator - NEW MAGIC WAND","88,19,67,123 ","3,51,128 "
Â¥$ - CARNIVAL,"88,13,96,899 ","4,47,406 "
Mumford & Sons - I Will Wait,"88,13,37,690 ","3,26,075 "
Ricky Montgomery - Mr. Loverman,"88,10,05,277 ","4,52,301 "
The Temper Trap - Sweet Disposition,"88,09,40,643 ","5,27,988 "
5 Seconds of Summer - She Looks So Perfect,"88,07,84,051 ","3,24,247 "
THE SCOTTS - THE SCOTTS,"88,07,58,098 ","1,05,751 "
Maluma - 11 PM,"88,06,30,812 ","3,84,047 "
A Boogie Wit da Hoodie - Swervin,"88,00,19,480 ","90,093 "
The Smashing Pumpkins - 1979,"87,99,21,251 ","4,51,545 "
Kordhell - MURDER IN MY MIND,"87,95,24,832 ","2,33,692 "
JACKBOYS - OUT WEST,"87,94,17,601 ","2,22,034 "
Dua Lipa - Love Again,"87,90,98,593 ","4,00,546 "
Becky G - Mayores,"87,85,27,368 ","4,32,309 "
Cascada - Everytime We Touch,"87,83,96,436 ","3,30,333 "
Adele - Chasing Pavements,"87,77,60,509 ","4,12,377 "
Carlos Vives - La Bicicleta,"87,77,50,551 ","2,55,341 "
Extreme - More Than Words,"87,73,84,157 ","3,60,503 "
James Bay - Hold Back The River,"87,60,02,605 ","2,21,519 "
Justin Bieber - Hold On,"87,51,82,370 ","1,84,431 "
Lukas Graham - Love Someone,"87,40,49,289 ","1,52,059 "
King Von - Took Her To The O,"87,40,15,944 ","6,71,307 "
ROSALÃA - BESO,"87,39,34,449 ","4,90,285 "
Tego CalderÃ³n - Pa' Que Retozen,"87,39,33,373 ","4,73,237 "
OneRepublic - Apologize,"87,36,39,297 ","5,95,319 "
Timbaland - Apologize,"87,36,39,297 ","5,95,319 "
Liana Flores - rises the moon,"87,28,37,969 ","4,64,375 "
Cigarettes After Sex - Sweet,"87,26,30,574 ","5,88,411 "
Katy Perry - Unconditionally,"87,24,38,989 ","2,78,240 "
Daft Punk - One More Time,"87,17,84,978 ","5,42,514 "
Travis Scott - STARGAZING,"87,16,69,257 ","1,51,833 "
Lizzy McAlpine - ceilings,"87,15,41,159 ","4,15,551 "
Olly Alexander (Years & Years) - King,"87,12,70,336 ","3,96,328 "
Chris Stapleton - You Should Probably Leave,"87,10,78,212 ","6,87,605 "
Ed Sheeran - South of the Border,"87,09,14,579 ","1,31,940 "
Migos - Walk It Talk It,"87,07,92,590 ","1,55,718 "
Rihanna - Breakin' Dishes,"87,07,64,706 ","12,09,163 "
BLACKPINK - Shut Down,"87,05,69,055 ","2,63,471 "
Natanael Cano - AMG,"87,03,50,288 ","2,59,746 "
Loreen - Tattoo,"87,03,14,667 ","4,42,171 "
